quality,top1_baseline,macro_f1_baseline,ece_baseline,top1_jpeg,macro_f1_jpeg,ece_jpeg,top1_tta,macro_f1_tta,ece_tta
100,0.9759358288770054,0.9775544656103433,0.050615471155248226,0.9679144385026738,0.9684272792912048,0.07276655438749548,0.9759358288770054,0.9775544656103433,0.05051474731395589
90,0.9759358288770054,0.9773984870132152,0.04867865089426704,0.9679144385026738,0.9684272792912048,0.072476858801064,0.9732620320855615,0.9749782217638364,0.051394247474836154
80,0.9705882352941176,0.9721378978033453,0.04685661391937797,0.9625668449197861,0.962732114175654,0.06918174570257014,0.9732620320855615,0.9745571683544657,0.04856045089940973
70,0.9679144385026738,0.9685013707955896,0.04259778658814609,0.9652406417112299,0.9660116420982279,0.07550490129599596,0.9705882352941176,0.971412029837498,0.04780370841689288
50,0.9652406417112299,0.9670258446834419,0.04643627598802036,0.9625668449197861,0.962732114175654,0.069907776334069,0.9679144385026738,0.9692839804317718,0.05090077799112402
30,0.9625668449197861,0.962223721917354,0.042192507276241804,0.9572192513368984,0.9566409395497641,0.08349455076264825,0.9625668449197861,0.9626173124258599,0.0522866335144655
10,0.9438502673796791,0.9455652622861489,0.058057190740809714,0.9385026737967914,0.9390300144446113,0.08333267120116536,0.946524064171123,0.9460326946702903,0.07116985436588685
