,001.ak47,002.american-flag,003.backpack,004.baseball-bat,005.baseball-glove,006.basketball-hoop,007.bat,008.bathtub,009.bear,010.beer-mug
100,1.0,0.9491525423728814,0.9565217391304348,0.9736842105263158,0.9425287356321839,1.0,0.967741935483871,0.9859154929577465,1.0,1.0
90,1.0,0.9491525423728814,0.967741935483871,0.9866666666666667,0.9425287356321839,0.9811320754716981,0.967741935483871,0.9790209790209791,1.0,1.0
80,1.0,0.9310344827586207,0.946236559139785,0.9736842105263158,0.9425287356321839,0.9811320754716981,0.967741935483871,0.9790209790209791,1.0,1.0
70,1.0,0.9473684210526315,0.9565217391304348,0.961038961038961,0.9425287356321839,0.9811320754716981,0.9508196721311475,0.9790209790209791,0.9841269841269841,0.9824561403508771
50,1.0,0.9642857142857143,0.946236559139785,0.961038961038961,0.9302325581395349,0.9811320754716981,0.967741935483871,0.9722222222222222,1.0,0.9473684210526315
30,1.0,0.9454545454545454,0.9565217391304348,0.9367088607594937,0.9425287356321839,0.9615384615384616,0.9508196721311475,0.9790209790209791,0.9841269841269841,0.9655172413793104
10,0.9824561403508771,0.9259259259259259,0.945054945054945,0.891566265060241,0.9318181818181818,0.9615384615384616,0.9508196721311475,0.950354609929078,0.96875,0.9473684210526315
